"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",2,0,6,7,6,8,3079,0.01
"POST","/",2,0,130,141,127,155,2524,0.01
"GET","/analysis.html",10,0,18,20,17,38,52059,0.03
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,2900,2922,2644,3215,6914762,0.01
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",7,0,2900,2894,2780,3128,3512018,0.02
"GET","/compare.html",12,0,28,29,26,36,108023,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",6,0,5800,5810,5632,6020,13911284,0.02
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",6,0,5800,5803,5315,6274,14042800,0.02
"GET","/measure.html",31,0,19,22,15,102,46273,0.10
"POST","/measureResults.html",30,0,2800,2804,2605,3062,2324650,0.10
"GET","/movers.html",21,0,6,7,3,10,3745,0.07
"POST","/moversResult.html",20,0,13000,13239,12665,14452,16051,0.07
"GET","/prediction.html",9,0,13,14,13,17,40373,0.03
"POST","/predictionResult.html",9,0,7000,7005,6429,7453,344450,0.03
"None","Total",168,0,38,3050,3,14452,1725702,0.57
