"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",128,14000,46000,50000,53000,63000,67000,70000,71000,72000
"POST /",128,6600,12000,15000,15000,29000,32000,43000,48000,69000
"GET /analysis.html",30,25000,34000,46000,51000,94000,113000,130000,130000,130000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",12,43000,44000,67000,67000,70000,80000,80000,80000,80000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",10,42000,44000,56000,75000,83000,83000,83000,83000,83000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,14000,14000,14000,14000,14000,14000,14000,14000,14000
"GET /compare.html",65,25000,33000,46000,58000,80000,100000,116000,135000,135000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",27,46000,67000,79000,79000,87000,96000,141000,141000,141000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,41000,43000,52000,56000,79000,100000,100000,100000,100000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,71000,77000,94000,94000,99000,99000,99000,99000,99000
"GET /measure.html",126,31000,44000,55000,65000,83000,88000,104000,129000,130000
"POST /measureResults.html",103,41000,50000,70000,75000,88000,98000,105000,137000,138000
"GET /movers.html",78,26000,43000,50000,59000,76000,96000,99000,106000,106000
"POST /moversResult.html",56,63000,78000,96000,99000,117000,136000,153000,158000,158000
"GET /prediction.html",44,34000,54000,68000,70000,79000,84000,97000,97000,97000
"POST /predictionResult.html",36,45000,55000,62000,65000,81000,92000,109000,109000,109000
"Total",869,30000,45000,54000,63000,79000,94000,111000,133000,158000
