"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",128,18,31000,32000,32000,34000,34000,39000,39000,47000
"POST /",128,3200,14000,34000,35000,39000,41000,57000,58000,60000
"GET /analysis.html",39,21000,41000,56000,65000,105000,110000,111000,111000,111000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",20,41000,68000,71000,72000,106000,108000,108000,108000,108000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,37000,71000,82000,82000,103000,110000,110000,110000,110000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,39000,39000,39000,39000,39000,39000,39000,39000,39000
"GET /compare.html",76,47000,58000,63000,69000,95000,111000,120000,121000,121000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",25,58000,74000,81000,107000,115000,116000,129000,129000,129000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",31,55000,66000,71000,76000,111000,113000,124000,124000,124000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,62000,62000,78000,78000,110000,110000,110000,110000,110000
"GET /measure.html",140,34000,52000,59000,60000,71000,88000,110000,112000,121000
"POST /measureResults.html",115,34000,57000,64000,72000,107000,110000,115000,118000,128000
"GET /movers.html",84,37000,56000,60000,64000,88000,104000,123000,124000,124000
"POST /moversResult.html",58,73000,86000,101000,115000,123000,135000,136000,137000,137000
"GET /prediction.html",49,30000,50000,61000,63000,88000,108000,110000,110000,110000
"POST /predictionResult.html",37,44000,60000,77000,80000,111000,117000,126000,126000,126000
"Total",949,31000,47000,58000,63000,88000,110000,118000,124000,137000
