"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",128,350,1400,2200,2500,7000,78000,82000,135000,135000
"POST /",128,61000,83000,84000,85000,86000,86000,86000,91000,111000
"GET /analysis.html",33,30000,41000,47000,57000,76000,91000,95000,95000,95000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",15,40000,48000,84000,85000,93000,93000,93000,93000,93000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",13,57000,60000,69000,77000,87000,110000,110000,110000,110000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,10000,10000,10000,10000,10000,10000,10000,10000,10000
"GET /compare.html",74,39000,42000,58000,75000,89000,97000,101000,102000,102000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",24,53000,76000,89000,89000,104000,115000,120000,120000,120000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",22,67000,83000,93000,96000,105000,110000,115000,115000,115000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,64000,67000,67000,98000,98000,98000,98000,98000,98000
"GET /measure.html",94,29000,39000,57000,63000,97000,108000,119000,129000,129000
"POST /measureResults.html",74,46000,61000,71000,82000,99000,109000,113000,115000,115000
"GET /movers.html",82,29000,39000,43000,46000,79000,92000,112000,117000,117000
"POST /moversResult.html",60,68000,93000,111000,119000,133000,150000,165000,171000,171000
"GET /prediction.html",32,40000,60000,61000,67000,90000,122000,135000,135000,135000
"POST /predictionResult.html",23,50000,68000,89000,91000,106000,107000,122000,122000,122000
"Total",808,36000,57000,73000,82000,91000,107000,121000,133000,171000
