"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",254,0,52000,86738,51059,265663,3079,0.86
"POST","/",230,0,7200,25661,310,221215,2524,0.78
"GET","/analysis.html",41,0,7900,38726,17,216347,52059,0.14
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",17,0,63000,81435,3532,220988,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",9,0,59000,87180,2705,222248,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,29000,59005,10322,129722,658134,0.01
"GET","/compare.html",61,0,7700,24906,24,184163,108023,0.21
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",28,0,37000,67334,5699,215438,13911284,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",16,0,45000,81364,5819,231789,14042800,0.05
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,0,23000,61352,14145,147007,2422313,0.01
"GET","/measure.html",112,0,15000,34612,14,195635,46273,0.38
"POST","/measureResults.html",72,1,69000,79503,2648,204069,2095922,0.24
"GET","/movers.html",70,0,26000,46488,4,190217,3745,0.24
"POST","/moversResult.html",42,0,68000,92738,13990,219160,16038,0.14
"GET","/prediction.html",41,0,14000,31966,13,127663,40373,0.14
"POST","/predictionResult.html",30,1,73000,92141,7912,233267,335208,0.10
"None","Total",1030,2,48000,55963,4,265663,924351,3.48
