"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",225,48000,68000,85000,85000,86000,152000,254000,278000,278000
"POST /",162,33000,48000,69000,77000,79000,105000,172000,229000,229000
"GET /analysis.html",29,34000,41000,45000,94000,116000,118000,133000,133000,133000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,101000,101000,107000,107000,111000,111000,111000,111000,111000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,34000,73000,88000,88000,93000,124000,124000,124000,124000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,71000,71000,71000,71000,71000,71000,71000,71000,71000
"GET /compare.html",63,42000,93000,102000,104000,114000,132000,167000,168000,168000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",17,69000,99000,105000,114000,133000,236000,236000,236000,236000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,44000,65000,87000,88000,100000,110000,110000,110000,110000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,64000,64000,122000,122000,122000,122000,122000,122000,122000
"GET /measure.html",96,41000,87000,107000,109000,115000,164000,168000,171000,171000
"POST /measureResults.html",57,37000,59000,81000,100000,119000,141000,171000,233000,233000
"GET /movers.html",86,40000,46000,89000,102000,111000,134000,167000,167000,167000
"POST /moversResult.html",49,76000,98000,115000,126000,140000,205000,212000,212000,212000
"GET /prediction.html",37,42000,46000,67000,91000,116000,118000,171000,171000,171000
"POST /predictionResult.html",25,55000,96000,104000,119000,134000,142000,161000,161000,161000
"Total",885,44000,68000,85000,90000,115000,140000,171000,229000,278000
