"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",64,0,2100,2151,1669,2619,3079,0.21
"POST","/",64,0,3400,3193,182,4708,2524,0.21
"GET","/analysis.html",22,0,6500,29851,253,98219,52059,0.07
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,0,69000,60075,3928,104229,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",6,0,75000,77869,42379,95376,3512018,0.02
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,7000,52611,7027,98195,658134,0.01
"GET","/compare.html",36,0,32000,36967,308,101472,108023,0.12
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",21,0,48000,51496,6498,102389,13911284,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",11,0,66000,65011,6391,104304,14042800,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",4,0,70000,59096,8209,81137,2422301,0.01
"GET","/measure.html",62,0,15000,28781,504,101189,46273,0.21
"POST","/measureResults.html",62,0,58000,54487,3096,101309,1617813,0.21
"GET","/movers.html",39,0,6100,27629,231,97554,3745,0.13
"POST","/moversResult.html",37,0,54000,56766,17387,113847,16040,0.12
"GET","/prediction.html",23,0,29000,38265,1709,99264,40373,0.08
"POST","/predictionResult.html",21,0,55000,54881,15097,101660,336158,0.07
"None","Total",488,0,21000,33092,182,113847,1419642,1.64
