"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",128,0,61000,43539,3,79493,3079,0.43
"POST","/",128,0,3300,7275,128,78112,2524,0.43
"GET","/analysis.html",28,0,29000,45907,32,121505,52059,0.09
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,0,33000,44292,4239,105847,6914762,0.03
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",13,0,28000,35963,3648,82212,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,40000,70466,26725,144761,658134,0.01
"GET","/compare.html",58,0,32000,47860,150,143237,108023,0.19
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",19,0,33000,52677,9861,119352,13911284,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",21,0,54000,64297,15630,153089,14042800,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",12,0,41000,54591,23038,133689,2422301,0.04
"GET","/measure.html",97,0,27000,44568,809,149645,46273,0.32
"POST","/measureResults.html",76,0,47000,57028,6548,151376,2424907,0.25
"GET","/movers.html",65,0,11000,34039,937,111085,3745,0.22
"POST","/moversResult.html",53,0,89000,86152,32255,166036,16049,0.18
"GET","/prediction.html",32,0,12000,32300,2135,114491,40373,0.11
"POST","/predictionResult.html",27,0,68000,65368,14013,129499,342438,0.09
"None","Total",769,0,29000,42762,3,166036,1179450,2.57
