"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,19000,22000,34000,37000,44000,46000,110000,230000,231000
"POST /",256,14000,19000,21000,21000,23000,41000,45000,48000,156000
"GET /analysis.html",70,38000,53000,57000,68000,124000,132000,148000,163000,163000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",31,59000,70000,112000,118000,148000,164000,171000,171000,171000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",19,108000,142000,160000,163000,171000,171000,171000,171000,171000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",8,36000,89000,167000,167000,180000,180000,180000,180000,180000
"GET /compare.html",99,40000,54000,68000,104000,132000,156000,170000,186000,186000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",27,41000,69000,84000,99000,138000,147000,164000,164000,164000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",37,60000,102000,110000,122000,157000,166000,174000,174000,174000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",11,55000,111000,131000,131000,134000,164000,164000,164000,164000
"GET /measure.html",125,38000,54000,68000,89000,125000,139000,145000,146000,169000
"POST /measureResults.html",93,49000,111000,127000,142000,156000,166000,176000,186000,186000
"GET /movers.html",100,42000,54000,83000,104000,139000,156000,159000,169000,169000
"POST /moversResult.html",59,83000,110000,140000,148000,161000,167000,182000,191000,191000
"GET /prediction.html",54,34000,40000,54000,57000,125000,153000,163000,168000,168000
"POST /predictionResult.html",42,56000,68000,88000,97000,166000,176000,193000,193000,193000
"Total",1287,26000,43000,54000,68000,126000,152000,167000,176000,231000
