"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",32,800,1700,2300,2400,3900,4700,4800,4800,4800
"POST /",32,380,580,700,730,900,1300,5400,5400,5400
"GET /analysis.html",29,9200,13000,14000,17000,20000,23000,29000,29000,29000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,8100,12000,15000,22000,25000,25000,25000,25000,25000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",14,11000,18000,18000,21000,22000,32000,32000,32000,32000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,20000,20000,35000,35000,35000,35000,35000,35000,35000
"GET /compare.html",50,6500,9700,15000,18000,21000,27000,35000,35000,35000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",22,13000,19000,22000,23000,39000,40000,43000,43000,43000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",19,21000,28000,29000,29000,38000,41000,41000,41000,41000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",8,22000,26000,32000,32000,33000,33000,33000,33000,33000
"GET /measure.html",79,9500,13000,16000,17000,24000,38000,40000,41000,41000
"POST /measureResults.html",75,9600,14000,18000,23000,31000,36000,43000,45000,45000
"GET /movers.html",79,8500,13000,16000,17000,24000,27000,31000,39000,39000
"POST /moversResult.html",67,43000,46000,48000,52000,62000,68000,73000,73000,73000
"GET /prediction.html",34,10000,16000,19000,20000,28000,41000,43000,43000,43000
"POST /predictionResult.html",31,16000,21000,25000,26000,29000,31000,42000,42000,42000
"Total",584,10000,17000,22000,27000,39000,45000,53000,63000,73000
