"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,29000,72000,92000,131000,151000,160000,172000,184000,210000
"POST /",238,24000,32000,33000,36000,63000,87000,103000,143000,146000
"GET /analysis.html",48,35000,48000,77000,82000,94000,135000,165000,165000,165000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,32000,66000,82000,93000,101000,104000,104000,104000,104000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,28000,41000,70000,70000,72000,75000,75000,75000,75000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",5,42000,90000,90000,96000,96000,96000,96000,96000,96000
"GET /compare.html",66,41000,69000,75000,84000,91000,100000,143000,146000,146000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",14,33000,71000,71000,106000,113000,134000,134000,134000,134000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",19,40000,47000,61000,68000,137000,144000,144000,144000,144000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",4,96000,96000,97000,97000,97000,97000,97000,97000,97000
"GET /measure.html",121,36000,47000,65000,77000,98000,132000,148000,150000,177000
"POST /measureResults.html",79,33000,42000,50000,62000,90000,100000,108000,143000,143000
"GET /movers.html",83,33000,49000,69000,76000,87000,91000,123000,148000,148000
"POST /moversResult.html",57,41000,50000,66000,87000,121000,139000,145000,152000,152000
"GET /prediction.html",51,40000,73000,91000,100000,124000,151000,163000,203000,203000
"POST /predictionResult.html",30,42000,55000,74000,79000,103000,109000,135000,135000,135000
"Total",1097,32000,45000,68000,79000,104000,144000,155000,165000,210000
