"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",64,0,8,3490,3,10143,3079,0.21
"POST","/",64,0,1800,6972,124,29295,2524,0.21
"GET","/analysis.html",49,0,5900,14560,14,93012,52059,0.16
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",15,0,12000,17217,3255,54047,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",20,0,20000,21398,2955,43789,3512018,0.07
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",5,0,40000,38326,11145,74478,658134,0.02
"GET","/compare.html",71,0,7400,12652,24,57381,108023,0.24
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",28,0,14000,27807,6437,85672,13911284,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",30,0,20000,26755,6542,57884,14042800,0.10
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",8,0,24000,28613,5385,49757,2422301,0.03
"GET","/measure.html",113,0,13000,17831,15,92164,46273,0.38
"POST","/measureResults.html",100,0,17000,23613,2867,93782,2170717,0.34
"GET","/movers.html",64,0,9100,14979,4,54065,3745,0.21
"POST","/moversResult.html",59,0,38000,44207,14407,91738,16043,0.20
"GET","/prediction.html",58,0,6900,13982,10,84103,40373,0.19
"POST","/predictionResult.html",53,0,27000,33596,6215,102742,332293,0.18
"None","Total",801,0,12000,19356,3,102742,1574843,2.68
