"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",212,44,128000,102350,40831,260562,3079,0.71
"POST","/",212,0,6700,16043,428,199376,2524,0.71
"GET","/analysis.html",42,2,29000,45983,789,186341,52059,0.14
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",11,0,70000,66313,6223,200609,6914762,0.04
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",10,0,29000,55935,7395,150658,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,38000,38025,38025,38025,658134,0.00
"GET","/compare.html",55,5,19000,37467,1668,138772,108023,0.18
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",20,0,48000,71705,10763,193413,13911284,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",11,0,62000,66209,13615,155077,14042800,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,0,38000,34961,12900,53708,2422301,0.01
"GET","/measure.html",110,7,13000,35389,728,188241,46273,0.37
"POST","/measureResults.html",73,1,73000,79624,5898,206978,1798640,0.24
"GET","/movers.html",65,4,21000,39011,825,187118,3745,0.22
"POST","/moversResult.html",37,0,88000,94371,24386,212775,16049,0.12
"GET","/prediction.html",41,3,22000,52072,1376,187828,40373,0.14
"POST","/predictionResult.html",25,0,66000,81345,10595,204572,331570,0.08
"None","Total",928,66,34000,56667,428,260562,763245,3.11
