"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",128,19000,29000,35000,41000,71000,89000,93000,95000,96000
"POST /",127,28000,35000,40000,41000,67000,74000,83000,89000,93000
"GET /analysis.html",34,18000,55000,65000,69000,77000,87000,93000,93000,93000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,17000,24000,25000,55000,62000,62000,62000,62000,62000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",10,13000,66000,80000,81000,81000,81000,81000,81000,81000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,13000,13000,13000,13000,13000,13000,13000,13000,13000
"GET /compare.html",45,22000,40000,64000,67000,72000,83000,89000,89000,89000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",14,23000,38000,41000,54000,76000,79000,79000,79000,79000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",13,37000,60000,60000,69000,85000,89000,89000,89000,89000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,39000,40000,40000,77000,77000,77000,77000,77000,77000
"GET /measure.html",88,25000,35000,55000,66000,73000,76000,86000,93000,93000
"POST /measureResults.html",66,34000,47000,59000,70000,78000,81000,89000,93000,93000
"GET /movers.html",64,22000,36000,57000,62000,74000,84000,89000,91000,91000
"POST /moversResult.html",46,38000,48000,59000,65000,77000,100000,106000,106000,106000
"GET /prediction.html",40,22000,33000,46000,58000,73000,77000,94000,94000,94000
"POST /predictionResult.html",34,48000,59000,67000,69000,77000,81000,83000,83000,83000
"Total",724,27000,37000,51000,61000,74000,81000,90000,93000,106000
