"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",255,0,24000,28703,3,149700,3079,0.85
"POST","/",242,2,26000,32164,122,119357,2524,0.81
"GET","/analysis.html",55,0,27000,34275,15,119322,52059,0.18
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",22,0,35000,35805,6508,76254,6914762,0.07
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,0,45000,42280,11929,72824,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",10,0,40000,39448,10843,79205,658134,0.03
"GET","/compare.html",67,0,26000,30391,25,104055,108023,0.22
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",24,0,47000,43804,7351,102347,13911284,0.08
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",24,0,44000,44862,7373,114640,14042800,0.08
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,0,62000,60007,16250,103688,2422313,0.02
"GET","/measure.html",137,0,42000,40126,19,120237,46273,0.46
"POST","/measureResults.html",93,0,37000,43432,3342,113449,1828990,0.31
"GET","/movers.html",93,0,36000,35245,4,118409,3745,0.31
"POST","/moversResult.html",61,1,53000,55845,22622,155969,16038,0.20
"GET","/prediction.html",46,0,15000,27130,21,92512,40373,0.15
"POST","/predictionResult.html",36,0,37000,43462,7495,99509,338054,0.12
"None","Total",1182,3,31000,35696,3,155969,918829,3.96
