"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,43000,56000,67000,76000,92000,100000,106000,108000,109000
"POST /",256,15000,19000,30000,89000,96000,98000,99000,99000,115000
"GET /analysis.html",36,35000,36000,41000,51000,90000,96000,109000,109000,109000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",13,25000,33000,36000,84000,100000,111000,111000,111000,111000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",9,31000,33000,35000,60000,116000,116000,116000,116000,116000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,74000,74000,108000,108000,108000,108000,108000,108000,108000
"GET /compare.html",71,25000,38000,44000,53000,97000,99000,105000,105000,105000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",21,48000,64000,72000,73000,100000,100000,112000,112000,112000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",25,43000,71000,80000,89000,109000,110000,122000,122000,122000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,56000,95000,106000,106000,130000,130000,130000,130000,130000
"GET /measure.html",105,33000,44000,53000,62000,94000,105000,109000,121000,157000
"POST /measureResults.html",68,35000,45000,66000,69000,99000,109000,113000,129000,129000
"GET /movers.html",77,35000,40000,44000,56000,95000,105000,111000,122000,122000
"POST /moversResult.html",43,66000,75000,106000,109000,127000,130000,188000,188000,188000
"GET /prediction.html",52,37000,44000,58000,61000,97000,105000,126000,136000,136000
"POST /predictionResult.html",33,63000,78000,93000,96000,113000,131000,136000,136000,136000
"Total",1076,34000,49000,63000,74000,97000,105000,113000,127000,188000
