"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",8,0,16,1132,3,2633,3079,0.03
"POST","/",8,0,130,199,121,377,2524,0.03
"GET","/analysis.html",17,0,4000,4033,46,8874,52059,0.06
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",5,0,4900,5382,2982,8349,6914762,0.02
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",9,0,4400,5082,2997,9235,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,3200,3639,2943,4823,658134,0.01
"GET","/compare.html",37,0,4500,4164,58,10556,108023,0.12
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",16,0,6800,7413,5853,11618,13911284,0.05
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",19,0,7400,7970,6036,12246,14042800,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,8400,8669,8391,8947,2422301,0.01
"GET","/measure.html",53,0,2400,3038,14,8188,46273,0.18
"POST","/measureResults.html",52,0,5200,5673,2649,12069,2218329,0.17
"GET","/movers.html",46,0,2100,3256,8,10874,3745,0.15
"POST","/moversResult.html",43,0,16000,16139,13392,24954,16064,0.14
"GET","/prediction.html",20,0,3200,3302,86,7802,40373,0.07
"POST","/predictionResult.html",20,0,11000,10426,7177,17397,341165,0.07
"None","Total",358,0,5000,6085,3,24954,1937488,1.19
