"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",16,0,4,5,3,10,3079,0.05
"POST","/",16,0,160,416,122,1745,2524,0.05
"GET","/analysis.html",33,0,130,2370,15,13152,52059,0.11
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",18,0,5200,6836,2863,20611,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",10,0,3500,7743,2966,14170,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",5,0,3700,4756,2874,6935,658134,0.02
"GET","/compare.html",60,0,35,2804,25,17561,108023,0.20
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",33,0,11000,12294,6114,27582,13911284,0.11
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",20,0,11000,11629,6479,28255,14042800,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,0,8000,11377,5697,20674,2422313,0.02
"GET","/measure.html",98,0,26,2180,14,11965,46273,0.33
"POST","/measureResults.html",91,0,6700,7489,2714,20523,2082845,0.30
"GET","/movers.html",70,0,7,2679,4,22330,3745,0.23
"POST","/moversResult.html",63,0,24000,23838,14382,35099,16036,0.21
"GET","/prediction.html",37,0,18,1782,10,19488,40373,0.12
"POST","/predictionResult.html",37,0,13000,15191,7451,27262,332282,0.12
"None","Total",614,0,4400,7179,3,35099,1852092,2.06
