"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",243,269,91000,86857,18878,268141,3079,0.82
"POST","/",212,29,6500,27761,333,211128,2524,0.71
"GET","/analysis.html",41,35,13000,28175,554,159949,52059,0.14
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",12,0,29000,80790,7898,207398,6914762,0.04
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,0,29000,72931,9180,155246,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,34000,44676,9378,76763,658134,0.01
"GET","/compare.html",78,49,23000,34135,416,210891,108023,0.26
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",24,0,86000,94248,7811,215346,13911284,0.08
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,0,67000,84645,16136,209000,14042800,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,148000,145652,33608,218607,2422301,0.02
"GET","/measure.html",97,88,18000,38261,580,214568,46273,0.33
"POST","/measureResults.html",55,0,66000,81218,3672,209962,1985763,0.18
"GET","/movers.html",77,59,15000,31921,4,207059,3745,0.26
"POST","/moversResult.html",39,0,81000,96913,25544,219713,16035,0.13
"GET","/prediction.html",37,35,15000,36942,895,209842,40373,0.12
"POST","/predictionResult.html",27,0,44000,58576,8591,166848,333854,0.09
"None","Total",981,564,35000,55770,4,268141,880201,3.29
