"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",2,0,5,7,5,9,3079,0.01
"POST","/",2,0,120,144,124,164,2524,0.01
"GET","/analysis.html",14,0,24,24,18,31,52059,0.05
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,3100,3149,3096,3245,6914762,0.01
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",9,0,3200,3126,2843,3354,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,3000,2977,2977,2977,658134,0.00
"GET","/compare.html",13,0,37,35,26,39,108023,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",7,0,6200,6149,5866,6423,13911284,0.02
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",6,0,5900,6168,5866,6482,14042800,0.02
"GET","/measure.html",32,0,26,27,22,39,46273,0.11
"POST","/measureResults.html",31,0,3100,3052,2665,3524,2888711,0.10
"GET","/movers.html",18,0,7,8,6,11,3745,0.06
"POST","/moversResult.html",17,0,14000,13659,13249,14676,16042,0.06
"GET","/prediction.html",7,0,20,20,14,24,40373,0.02
"POST","/predictionResult.html",7,0,8100,7979,6608,8947,332407,0.02
"None","Total",170,0,39,2992,5,14676,1986387,0.57
