"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",240,272,133000,128437,12986,248110,3079,0.80
"POST","/",229,7,3300,6950,286,132181,2524,0.77
"GET","/analysis.html",41,317,15000,27446,792,103677,52059,0.14
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,1,20000,36570,4248,104011,6914762,0.03
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,1,32000,52811,4391,153815,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,52000,65744,14051,131546,658134,0.01
"GET","/compare.html",47,531,23000,30670,648,102707,108023,0.16
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",11,1,41000,72209,20757,143460,13911284,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",12,1,22000,45769,9165,130868,14042800,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,10000,21581,10349,32813,2422301,0.01
"GET","/measure.html",108,823,16000,28120,887,104636,46273,0.36
"POST","/measureResults.html",66,2,38000,56353,5179,174752,2373469,0.22
"GET","/movers.html",67,584,15000,25774,612,119594,3745,0.22
"POST","/moversResult.html",28,1,77000,86507,19362,184993,16035,0.09
"GET","/prediction.html",47,340,26000,29370,753,102499,40373,0.16
"POST","/predictionResult.html",24,2,35000,63390,12376,173280,335768,0.08
"None","Total",945,2883,26000,54269,286,248110,645558,3.16
