"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",64,3200,4200,4600,5500,6900,7800,8100,12000,12000
"POST /",64,4300,7200,8300,9400,14000,14000,15000,15000,15000
"GET /analysis.html",51,19000,23000,26000,28000,30000,38000,42000,43000,43000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",11,19000,24000,45000,45000,48000,54000,54000,54000,54000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",25,21000,25000,26000,33000,40000,52000,53000,53000,53000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",8,13000,14000,25000,25000,55000,55000,55000,55000,55000
"GET /compare.html",78,15000,18000,23000,25000,32000,39000,42000,48000,48000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",38,28000,34000,36000,38000,41000,45000,48000,48000,48000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",32,29000,31000,35000,37000,42000,49000,58000,58000,58000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,11000,11000,43000,43000,43000,43000,43000,43000,43000
"GET /measure.html",140,17000,21000,25000,28000,33000,41000,47000,47000,49000
"POST /measureResults.html",127,19000,23000,29000,31000,42000,49000,54000,55000,57000
"GET /movers.html",68,17000,25000,28000,28000,34000,37000,46000,49000,49000
"POST /moversResult.html",62,38000,41000,45000,46000,51000,52000,54000,55000,55000
"GET /prediction.html",51,22000,27000,29000,32000,35000,37000,47000,49000,49000
"POST /predictionResult.html",45,27000,32000,37000,42000,50000,51000,53000,53000,53000
"Total",867,18000,25000,29000,32000,39000,47000,51000,53000,58000
