"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,55000,74000,99000,103000,119000,129000,131000,132000,191000
"POST /",255,28000,43000,83000,91000,117000,121000,122000,122000,131000
"GET /analysis.html",49,47000,69000,72000,79000,95000,113000,116000,116000,116000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",13,55000,59000,67000,69000,72000,91000,91000,91000,91000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",19,51000,66000,70000,91000,118000,121000,121000,121000,121000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,50000,50000,50000,50000,50000,50000,50000,50000,50000
"GET /compare.html",63,53000,65000,69000,73000,114000,121000,188000,190000,190000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",22,57000,61000,70000,72000,85000,96000,195000,195000,195000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",11,83000,98000,99000,99000,100000,119000,119000,119000,119000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,61000,61000,136000,136000,136000,136000,136000,136000,136000
"GET /measure.html",118,42000,53000,58000,61000,73000,97000,110000,118000,136000
"POST /measureResults.html",81,56000,69000,73000,93000,107000,112000,136000,191000,191000
"GET /movers.html",77,39000,53000,57000,63000,75000,89000,95000,117000,117000
"POST /moversResult.html",44,67000,81000,86000,94000,119000,124000,127000,127000,127000
"GET /prediction.html",41,42000,55000,64000,71000,80000,130000,189000,189000,189000
"POST /predictionResult.html",21,57000,74000,91000,95000,105000,109000,134000,134000,134000
"Total",1074,48000,64000,75000,86000,113000,121000,130000,136000,195000
