"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,75000,76000,84000,84000,84000,85000,99000,99000,177000
"POST /",256,11000,37000,46000,47000,73000,74000,75000,75000,75000
"GET /analysis.html",53,39000,52000,58000,66000,97000,107000,120000,126000,126000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",17,47000,61000,67000,81000,96000,113000,113000,113000,113000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,66000,81000,100000,100000,110000,117000,117000,117000,117000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,50000,50000,52000,52000,52000,52000,52000,52000,52000
"GET /compare.html",74,34000,41000,55000,58000,93000,102000,104000,107000,107000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",24,63000,69000,77000,77000,93000,97000,102000,102000,102000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,61000,72000,93000,96000,102000,105000,105000,105000,105000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,61000,66000,74000,74000,106000,106000,106000,106000,106000
"GET /measure.html",121,39000,57000,61000,64000,99000,104000,110000,139000,159000
"POST /measureResults.html",77,61000,69000,80000,84000,106000,112000,118000,131000,131000
"GET /movers.html",81,44000,57000,63000,74000,95000,109000,139000,140000,140000
"POST /moversResult.html",43,72000,95000,104000,113000,134000,138000,147000,147000,147000
"GET /prediction.html",42,32000,43000,57000,58000,70000,98000,142000,142000,142000
"POST /predictionResult.html",30,55000,64000,70000,74000,99000,105000,108000,108000,108000
"Total",1115,47000,64000,75000,76000,88000,100000,113000,132000,177000
