"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",128,0,11000,13938,3,49394,3079,0.43
"POST","/",128,0,12000,16799,156,53733,2524,0.43
"GET","/analysis.html",39,0,42000,39457,27,107941,52059,0.13
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,0,16000,31605,3869,89225,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",16,0,31000,37335,4060,105298,3512018,0.05
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,22000,23853,3946,46073,658134,0.01
"GET","/compare.html",60,0,32000,35504,307,116656,108023,0.20
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",26,0,43000,50645,7590,121529,13911284,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,0,31000,35156,8424,69574,14042800,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,44000,45492,19168,68892,2422301,0.02
"GET","/measure.html",104,0,33000,38661,17,112574,46273,0.35
"POST","/measureResults.html",84,0,33000,41291,3955,112908,2088885,0.28
"GET","/movers.html",83,0,28000,35612,4,115501,3745,0.28
"POST","/moversResult.html",63,0,54000,63174,24150,145764,16051,0.21
"GET","/prediction.html",55,0,31000,35741,11,114741,40373,0.18
"POST","/predictionResult.html",42,0,46000,46239,8681,123019,335198,0.14
"None","Total",868,0,25000,33669,3,145764,1139028,2.92
