"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",16,0,4,110,3,1688,3079,0.05
"POST","/",16,0,150,766,121,4314,2524,0.05
"GET","/analysis.html",43,0,25,3314,13,27195,52059,0.14
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",21,0,8600,8464,2988,16523,6914762,0.07
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",17,0,5200,7582,3083,18080,3512018,0.06
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",5,0,5900,7060,3353,13404,658134,0.02
"GET","/compare.html",69,0,35,2822,22,30380,108023,0.23
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",29,0,8300,9457,5468,17949,13911284,0.10
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",26,0,8300,10806,5842,23506,14042800,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",11,0,16000,16261,5240,31556,2422313,0.04
"GET","/measure.html",98,0,29,2410,14,14884,46273,0.33
"POST","/measureResults.html",95,0,4400,6486,2395,30939,2278152,0.32
"GET","/movers.html",62,0,6,2777,4,15682,3745,0.21
"POST","/moversResult.html",58,0,20000,21724,13308,40661,16040,0.19
"GET","/prediction.html",39,0,18,2057,9,15956,40373,0.13
"POST","/predictionResult.html",39,0,11000,13336,7349,23934,346625,0.13
"None","Total",644,0,4000,6696,3,40661,1941594,2.16
