"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1,0,11,11,11,11,3079,0.00
"POST","/",1,0,130,131,131,131,2524,0.00
"GET","/analysis.html",5,0,27,26,22,30,52059,0.02
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,2900,3064,2853,3311,6914762,0.01
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,3200,3206,3206,3206,3512018,0.00
"GET","/compare.html",9,0,38,46,31,127,108023,0.03
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,6200,6233,6233,6233,13911284,0.00
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",7,0,5900,6211,5797,6735,14042800,0.02
"GET","/measure.html",16,0,29,27,19,32,46273,0.05
"POST","/measureResults.html",16,0,3100,3003,2561,3417,2803363,0.05
"GET","/movers.html",7,0,11,11,10,11,3745,0.02
"POST","/moversResult.html",7,0,13000,13249,13005,13592,16062,0.02
"GET","/prediction.html",6,0,20,21,17,25,40373,0.02
"POST","/predictionResult.html",6,0,7600,7758,6449,8833,334482,0.02
"None","Total",87,0,130,2918,10,13592,2213816,0.29
