"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",8,0,5,6,3,11,3079,0.03
"POST","/",8,0,160,156,131,165,2524,0.03
"GET","/analysis.html",44,0,17,303,14,5717,52059,0.15
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",16,0,3500,3501,2914,4215,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",24,0,3200,3181,2689,3810,3512018,0.08
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,2800,2942,2658,3457,658134,0.01
"GET","/compare.html",58,0,26,143,22,6329,108023,0.19
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",26,0,6700,6951,5500,9962,13911284,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",24,0,6300,6453,5382,7684,14042800,0.08
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,0,6400,6293,5246,7236,2422313,0.02
"GET","/measure.html",81,0,18,34,14,1178,46273,0.27
"POST","/measureResults.html",80,0,3100,3222,2417,7521,2022505,0.27
"GET","/movers.html",67,0,5,49,4,1987,3745,0.22
"POST","/moversResult.html",63,0,16000,16547,13661,20368,16038,0.21
"GET","/prediction.html",27,0,14,109,9,1758,40373,0.09
"POST","/predictionResult.html",26,0,8200,8514,6616,12092,326418,0.09
"None","Total",563,0,340,3690,3,20368,1950660,1.88
