"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",64,8,36000,44000,48000,56000,59000,73000,76000,76000
"POST /",64,160,160,170,46000,55000,60000,62000,62000,62000
"GET /analysis.html",32,24,27,130,12000,61000,67000,76000,76000,76000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",16,54000,64000,70000,70000,83000,88000,88000,88000,88000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,61000,65000,76000,76000,77000,88000,88000,88000,88000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,60000,60000,60000,60000,60000,60000,60000,60000,60000
"GET /compare.html",42,38,3400,9800,55000,59000,61000,75000,75000,75000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",18,17000,66000,67000,67000,71000,81000,81000,81000,81000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",13,15000,45000,55000,59000,64000,74000,74000,74000,74000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,8500,66000,66000,68000,68000,68000,68000,68000,68000
"GET /measure.html",93,24,1300,53000,59000,62000,71000,75000,77000,77000
"POST /measureResults.html",81,13000,56000,61000,63000,77000,78000,86000,87000,87000
"GET /movers.html",72,5,2700,60000,61000,67000,74000,84000,86000,86000
"POST /moversResult.html",61,38000,76000,81000,82000,89000,93000,97000,98000,98000
"GET /prediction.html",44,18,21,1100,9900,55000,63000,70000,70000,70000
"POST /predictionResult.html",39,20000,56000,64000,67000,76000,78000,78000,78000,78000
"Total",657,6400,31000,57000,60000,69000,77000,86000,89000,98000
