"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",240,0,49000,50298,384,125930,3079,0.80
"POST","/",204,0,5200,16799,149,86823,2524,0.68
"GET","/analysis.html",39,0,26000,32907,653,101773,52059,0.13
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,0,35000,47349,3450,102012,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,0,33000,44030,5679,81190,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,18000,30466,14064,59825,658134,0.01
"GET","/compare.html",49,0,21000,28947,260,92143,108023,0.16
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",9,0,60000,52675,8622,103409,13911284,0.03
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,0,29000,46264,6981,104717,14042800,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,64000,64105,43111,84596,2422301,0.02
"GET","/measure.html",102,0,15000,27202,185,102470,46273,0.34
"POST","/measureResults.html",71,0,40000,42085,3196,112759,1845227,0.24
"GET","/movers.html",56,0,19000,27398,354,95687,3745,0.19
"POST","/moversResult.html",38,0,54000,61563,28031,123318,16044,0.13
"GET","/prediction.html",37,0,23000,25213,523,101676,40373,0.12
"POST","/predictionResult.html",25,0,63000,60581,14011,105465,335169,0.08
"None","Total",922,0,30000,36002,149,125930,744044,3.08
