"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",32,1500,2100,2500,2600,4800,5100,5200,5200,5200
"POST /",32,4400,4700,4900,4900,5100,5200,5300,5300,5300
"GET /analysis.html",20,22000,25000,28000,31000,44000,45000,45000,45000,45000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",12,18000,23000,36000,36000,47000,48000,48000,48000,48000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",7,34000,40000,40000,40000,44000,44000,44000,44000,44000
"GET /compare.html",40,24000,34000,36000,37000,40000,47000,48000,48000,48000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",15,24000,30000,39000,41000,49000,51000,51000,51000,51000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",17,25000,31000,32000,36000,38000,54000,54000,54000,54000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,29000,29000,29000,29000,29000,29000,29000,29000,29000
"GET /measure.html",61,15000,24000,27000,32000,38000,47000,48000,49000,49000
"POST /measureResults.html",55,25000,31000,35000,38000,40000,46000,46000,49000,49000
"GET /movers.html",43,23000,29000,33000,35000,38000,38000,45000,45000,45000
"POST /moversResult.html",37,36000,41000,42000,44000,50000,56000,61000,61000,61000
"GET /prediction.html",31,20000,28000,33000,36000,40000,43000,46000,46000,46000
"POST /predictionResult.html",28,36000,42000,44000,48000,54000,55000,57000,57000,57000
"Total",432,20000,28000,34000,36000,42000,47000,50000,54000,61000
