"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",64,5300,5700,5800,5900,6000,6100,6100,6100,6100
"POST /",64,7100,7900,8300,8400,8700,9000,9100,9100,9100
"GET /analysis.html",17,7400,9000,26000,41000,74000,98000,98000,98000,98000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",8,51000,65000,78000,78000,95000,95000,95000,95000,95000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",6,26000,26000,55000,55000,63000,63000,63000,63000,63000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,65000,65000,65000,65000,65000,65000,65000,65000,65000
"GET /compare.html",40,27000,47000,60000,67000,82000,87000,88000,88000,88000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",16,50000,68000,75000,75000,92000,102000,102000,102000,102000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",15,53000,59000,65000,72000,79000,91000,91000,91000,91000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,50000,53000,60000,60000,81000,81000,81000,81000,81000
"GET /measure.html",69,29000,48000,54000,57000,65000,81000,83000,84000,84000
"POST /measureResults.html",59,53000,62000,69000,73000,87000,94000,96000,97000,97000
"GET /movers.html",45,31000,50000,57000,80000,93000,95000,98000,98000,98000
"POST /moversResult.html",37,56000,67000,79000,86000,95000,106000,108000,108000,108000
"GET /prediction.html",24,34000,46000,71000,72000,90000,94000,94000,94000,94000
"POST /predictionResult.html",21,47000,59000,65000,73000,97000,101000,102000,102000,102000
"Total",494,22000,47000,55000,62000,79000,91000,97000,102000,108000
