"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",32,0,6,2230,3,13275,3079,0.11
"POST","/",32,0,210,2856,121,25835,2524,0.11
"GET","/analysis.html",35,0,32,6860,14,49572,52059,0.12
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",15,0,8200,13172,3280,48766,6914762,0.05
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",15,0,4000,12138,3064,52427,3512018,0.05
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,9000,13659,3686,28677,658134,0.01
"GET","/compare.html",64,0,3500,11020,26,47146,108023,0.21
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",28,0,17000,22071,6900,52706,13911284,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",24,0,8400,14854,6472,55714,14042800,0.08
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,0,12000,12014,8895,14105,2422301,0.02
"GET","/measure.html",84,0,470,6655,15,46925,46273,0.28
"POST","/measureResults.html",80,0,8900,17393,2991,52076,2228189,0.27
"GET","/movers.html",74,0,240,6515,4,51074,3745,0.25
"POST","/moversResult.html",63,0,33000,37603,16320,71097,16057,0.21
"GET","/prediction.html",36,0,1100,7882,11,49865,40373,0.12
"POST","/predictionResult.html",36,0,11000,17620,7382,60630,336416,0.12
"None","Total",628,0,6800,13230,3,71097,1761180,2.10
