"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",256,42000,42000,133000,133000,134000,134000,134000,274000,274000
"POST /",251,6000,7200,8000,8400,9400,9900,10000,10000,34000
"GET /analysis.html",51,9900,25000,116000,119000,142000,167000,170000,178000,178000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",19,114000,161000,174000,179000,189000,202000,202000,202000,202000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,37000,85000,114000,114000,185000,197000,197000,197000,197000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,41000,41000,41000,41000,41000,41000,41000,41000,41000
"GET /compare.html",72,13000,112000,119000,130000,162000,181000,201000,236000,236000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",20,107000,137000,151000,185000,226000,235000,235000,235000,235000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",14,88000,195000,207000,213000,248000,248000,248000,248000,248000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,91000,145000,205000,205000,220000,220000,220000,220000,220000
"GET /measure.html",142,9800,91000,119000,134000,152000,208000,227000,231000,248000
"POST /measureResults.html",89,95000,149000,167000,177000,217000,239000,252000,253000,253000
"GET /movers.html",87,7900,22000,62000,117000,133000,135000,172000,244000,244000
"POST /moversResult.html",51,115000,142000,169000,186000,208000,227000,259000,269000,269000
"GET /prediction.html",56,8800,24000,117000,133000,140000,184000,213000,248000,248000
"POST /predictionResult.html",35,87000,122000,150000,171000,226000,240000,253000,253000,253000
"Total",1163,14000,45000,118000,133000,150000,189000,231000,248000,274000
