"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",256,0,42000,63626,7679,273998,3079,0.86
"POST","/",251,0,6000,5881,347,33986,2524,0.84
"GET","/analysis.html",51,0,9900,45418,2721,177728,52059,0.17
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",19,0,114000,116314,5635,201535,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,0,37000,70456,8863,197004,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,20000,30277,19661,40893,658134,0.01
"GET","/compare.html",72,0,13000,57822,1136,235547,108023,0.24
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",20,0,93000,96003,9789,235039,13911284,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",14,0,85000,118236,7711,247791,14042800,0.05
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,0,91000,117104,17476,219535,2422301,0.02
"GET","/measure.html",142,0,9300,58113,26,247899,46273,0.48
"POST","/measureResults.html",89,0,95000,106080,3394,252566,2052549,0.30
"GET","/movers.html",87,0,7900,39989,5,244223,3745,0.29
"POST","/moversResult.html",51,0,115000,124210,26655,268817,16046,0.17
"GET","/prediction.html",56,0,8600,47164,10,248215,40373,0.19
"POST","/predictionResult.html",35,0,87000,102203,16275,253486,338094,0.12
"None","Total",1163,0,14000,56242,5,273998,756191,3.89
