"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",424,60000,68000,70000,71000,182000,187000,243000,246000,250000
"POST /",272,4800,6000,6700,7600,66000,195000,198000,199000,200000
"GET /analysis.html",50,14000,20000,41000,78000,145000,159000,226000,226000,226000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",13,81000,104000,132000,151000,170000,216000,216000,216000,216000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,107000,145000,192000,192000,208000,214000,214000,214000,214000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,24000,24000,24000,24000,24000,24000,24000,24000,24000
"GET /compare.html",87,14000,19000,52000,63000,101000,112000,203000,208000,208000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",27,67000,83000,142000,166000,219000,222000,226000,226000,226000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,49000,71000,179000,183000,210000,230000,230000,230000,230000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,94000,94000,98000,98000,172000,172000,172000,172000,172000
"GET /measure.html",150,15000,18000,20000,28000,71000,121000,201000,201000,202000
"POST /measureResults.html",84,85000,112000,133000,146000,168000,200000,210000,230000,230000
"GET /movers.html",89,16000,19000,52000,73000,137000,199000,214000,219000,219000
"POST /moversResult.html",47,92000,132000,155000,170000,197000,226000,246000,246000,246000
"GET /prediction.html",58,13000,17000,19000,19000,39000,112000,118000,165000,165000
"POST /predictionResult.html",30,78000,123000,160000,177000,197000,205000,213000,213000,213000
"Total",1368,21000,60000,69000,78000,178000,193000,210000,227000,250000
