"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",16,6,6,9,9,1800,2600,2600,2600,2600
"POST /",16,150,150,160,160,180,3700,3700,3700,3700
"GET /analysis.html",22,1500,2100,3000,3200,6500,6600,22000,22000,22000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",7,4200,4200,8600,8600,9500,9500,9500,9500,9500
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,4100,4200,4200,4200,4400,5800,5800,5800,5800
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,4200,4200,7200,7200,7200,7200,7200,7200,7200
"GET /compare.html",68,2900,3400,4000,5100,7900,9700,17000,19000,19000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",29,7800,8200,8300,8400,8700,8900,9500,9500,9500
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",28,8200,9100,9400,10000,15000,15000,17000,17000,17000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",8,8100,10000,13000,13000,22000,22000,22000,22000,22000
"GET /measure.html",89,1700,2800,3200,3400,5100,6400,15000,16000,16000
"POST /measureResults.html",89,3900,4000,4100,4200,6000,7100,8200,8200,8200
"GET /movers.html",73,1000,1900,2800,2900,5900,7200,21000,22000,22000
"POST /moversResult.html",65,36000,38000,38000,39000,41000,42000,46000,47000,47000
"GET /prediction.html",18,1200,1400,1600,5800,7300,11000,11000,11000,11000
"POST /predictionResult.html",17,9600,11000,12000,15000,18000,18000,18000,18000,18000
"Total",560,3700,5800,7900,8400,31000,37000,39000,42000,47000
