"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",16,0,5,76,3,805,3079,0.05
"POST","/",16,0,150,154,122,242,2524,0.05
"GET","/analysis.html",35,0,1400,1858,13,6167,52059,0.12
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",17,0,3900,3979,2599,5481,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",13,0,3900,4040,3145,7513,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,3800,5499,3650,9810,658134,0.01
"GET","/compare.html",57,0,1500,3739,26,29414,108023,0.19
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",22,0,8500,9260,6369,13557,13911284,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",27,0,8300,9235,6027,14303,14042800,0.09
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,0,6900,7109,5679,8823,2422301,0.02
"GET","/measure.html",100,0,1700,2754,15,16354,46273,0.34
"POST","/measureResults.html",99,0,3800,4316,2811,13817,1991543,0.33
"GET","/movers.html",74,0,930,1621,3,6746,3745,0.25
"POST","/moversResult.html",66,0,32000,32411,24568,43633,16053,0.22
"GET","/prediction.html",32,0,2000,2076,16,7307,40373,0.11
"POST","/predictionResult.html",31,0,10000,10647,6994,18596,339244,0.10
"None","Total",615,0,3600,6956,3,43633,1770051,2.07
