"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",16,8,11,280,280,2300,3400,3400,3400,3400
"POST /",16,170,250,1900,1900,3300,3300,3300,3300,3300
"GET /analysis.html",32,1000,4000,6400,7400,9700,12000,16000,16000,16000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,3200,3200,3700,4000,7800,7800,7800,7800,7800
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",17,5300,11000,12000,12000,13000,17000,17000,17000,17000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,3600,3600,12000,12000,12000,12000,12000,12000,12000
"GET /compare.html",69,35,1300,3900,5200,7600,8200,9800,10000,10000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",35,9300,11000,14000,19000,20000,21000,25000,25000,25000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",25,10000,12000,13000,17000,19000,22000,23000,23000,23000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,8300,9800,10000,10000,11000,11000,11000,11000,11000
"GET /measure.html",113,26,2200,4700,5500,9300,11000,15000,16000,18000
"POST /measureResults.html",111,4800,8600,10000,11000,12000,15000,19000,19000,21000
"GET /movers.html",62,350,2700,5200,5700,9500,13000,15000,18000,18000
"POST /moversResult.html",58,21000,23000,24000,25000,27000,29000,30000,31000,31000
"GET /prediction.html",46,20,640,2900,3500,5800,6500,7800,7800,7800
"POST /predictionResult.html",46,11000,14000,14000,16000,20000,22000,28000,28000,28000
"Total",665,4000,8100,10000,11000,17000,21000,25000,27000,31000
