"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",32,2000,3000,3800,4000,24000,24000,25000,25000,25000
"POST /",32,1400,2000,3200,5600,13000,19000,25000,25000,25000
"GET /analysis.html",19,21000,28000,37000,41000,49000,52000,52000,52000,52000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,5600,5600,6500,6500,19000,19000,19000,19000,19000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",9,12000,20000,21000,25000,34000,34000,34000,34000,34000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,6100,6100,34000,34000,34000,34000,34000,34000,34000
"GET /compare.html",35,23000,31000,32000,37000,40000,52000,52000,52000,52000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",15,28000,29000,39000,41000,47000,55000,55000,55000,55000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",14,27000,34000,35000,38000,41000,49000,49000,49000,49000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,30000,30000,42000,42000,44000,44000,44000,44000,44000
"GET /measure.html",68,22000,33000,35000,35000,41000,47000,47000,48000,48000
"POST /measureResults.html",68,22000,26000,32000,33000,43000,48000,49000,50000,50000
"GET /movers.html",40,15000,19000,26000,33000,35000,47000,49000,49000,49000
"POST /moversResult.html",36,36000,45000,49000,51000,55000,58000,59000,59000,59000
"GET /prediction.html",19,25000,31000,37000,38000,44000,45000,45000,45000,45000
"POST /predictionResult.html",19,23000,30000,35000,39000,49000,49000,49000,49000,49000
"Total",421,19000,27000,33000,35000,43000,48000,52000,55000,59000
