"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",240,26000,37000,50000,55000,73000,90000,103000,106000,109000
"POST /",172,16000,25000,37000,42000,62000,71000,79000,103000,108000
"GET /analysis.html",55,25000,38000,58000,59000,73000,92000,99000,107000,107000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,43000,51000,61000,63000,73000,100000,100000,100000,100000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",24,25000,33000,55000,56000,70000,71000,80000,80000,80000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,38000,38000,61000,61000,61000,61000,61000,61000,61000
"GET /compare.html",76,30000,40000,57000,65000,92000,99000,100000,106000,106000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",26,30000,37000,41000,43000,46000,108000,111000,111000,111000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",21,20000,25000,39000,42000,61000,71000,79000,79000,79000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,30000,41000,61000,61000,110000,110000,110000,110000,110000
"GET /measure.html",109,19000,32000,42000,54000,61000,78000,99000,100000,109000
"POST /measureResults.html",86,22000,35000,49000,52000,61000,70000,78000,78000,78000
"GET /movers.html",81,20000,32000,51000,54000,88000,99000,109000,109000,109000
"POST /moversResult.html",53,43000,60000,79000,90000,105000,110000,119000,123000,123000
"GET /prediction.html",44,19000,26000,30000,36000,39000,57000,109000,109000,109000
"POST /predictionResult.html",36,30000,36000,42000,46000,56000,67000,69000,69000,69000
"Total",1047,24000,37000,46000,55000,71000,90000,105000,109000,123000
