"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",321,191,51000,68582,31641,147564,3079,1.07
"POST","/",302,18,22000,27870,287,117972,2524,1.01
"GET","/analysis.html",50,103,50000,57541,538,185105,52059,0.17
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",19,1,43000,49693,6048,119960,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",10,1,25000,56285,11122,177410,3512018,0.03
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,82000,84236,81706,86766,658134,0.01
"GET","/compare.html",83,152,49000,58646,34,191113,108023,0.28
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",20,2,53000,61554,12821,121542,13911284,0.07
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",18,0,49000,55563,8421,123794,14042800,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,2,10000,38085,7347,123150,2422313,0.02
"GET","/measure.html",129,259,46000,50958,324,191903,46273,0.43
"POST","/measureResults.html",77,10,40000,47313,3730,126191,2437017,0.26
"GET","/movers.html",98,192,47000,48199,4,175473,3745,0.33
"POST","/moversResult.html",45,6,55000,61670,19496,160775,16039,0.15
"GET","/prediction.html",54,107,50000,50728,127,175453,40373,0.18
"POST","/predictionResult.html",35,5,42000,50353,11432,125608,334723,0.12
"None","Total",1268,1049,44000,50860,4,191903,735684,4.24
