"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",64,720,1200,1800,2000,12000,13000,18000,18000,18000
"POST /",64,1900,2700,12000,12000,18000,26000,27000,29000,29000
"GET /analysis.html",35,27000,37000,39000,40000,46000,54000,55000,55000,55000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",14,43000,49000,50000,51000,73000,73000,73000,73000,73000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",14,33000,40000,55000,56000,65000,71000,71000,71000,71000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,3500,3500,32000,32000,32000,32000,32000,32000,32000
"GET /compare.html",61,17000,29000,34000,39000,52000,58000,72000,73000,73000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",21,35000,42000,44000,44000,53000,69000,70000,70000,70000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",24,41000,44000,51000,51000,68000,77000,81000,81000,81000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,41000,41000,41000,51000,51000,51000,51000,51000,51000
"GET /measure.html",99,8700,25000,36000,39000,50000,61000,69000,69000,69000
"POST /measureResults.html",86,27000,36000,44000,48000,62000,65000,75000,78000,78000
"GET /movers.html",84,3900,26000,35000,37000,47000,54000,61000,62000,62000
"POST /moversResult.html",68,56000,64000,65000,66000,83000,87000,90000,96000,96000
"GET /prediction.html",39,24000,30000,38000,44000,54000,55000,75000,75000,75000
"POST /predictionResult.html",35,37000,47000,55000,63000,68000,72000,72000,72000,72000
"Total",716,18000,32000,40000,44000,59000,66000,75000,83000,96000
