"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",2,0,3,5,3,7,3079,0.01
"POST","/",2,0,130,144,127,162,2524,0.01
"GET","/analysis.html",7,0,26,25,21,30,52059,0.02
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,2900,3024,2851,3199,6914762,0.01
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",3,0,2900,2953,2802,3156,3512018,0.01
"GET","/compare.html",19,0,33,32,27,38,108023,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",8,0,6300,6277,5820,6446,13911284,0.03
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",10,0,5900,6101,5750,6468,14042800,0.03
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,5400,5350,5350,5350,2422313,0.00
"GET","/measure.html",27,0,24,24,18,29,46273,0.09
"POST","/measureResults.html",26,0,2900,2924,2572,3277,2028373,0.09
"GET","/movers.html",18,0,7,7,5,10,3745,0.06
"POST","/moversResult.html",17,0,13000,12881,12623,13213,16047,0.06
"GET","/prediction.html",10,0,15,18,13,25,40373,0.03
"POST","/predictionResult.html",10,0,7100,7450,6516,9803,337116,0.03
"None","Total",164,0,38,3104,3,13213,2151621,0.55
