"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",16,0,1100,2053,3,5642,3079,0.05
"POST","/",16,0,340,1210,121,6954,2524,0.05
"GET","/analysis.html",33,0,7300,7802,35,19338,52059,0.11
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",17,0,9500,9860,3021,24536,6914762,0.06
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",12,0,15000,14745,2947,23094,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",4,0,8300,9643,3113,17596,658134,0.01
"GET","/compare.html",37,0,11000,10615,59,19279,108023,0.12
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",17,0,11000,11881,5829,22316,13911284,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",10,0,10000,12150,6458,23937,14042800,0.03
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",6,0,12000,12678,6339,18371,2422301,0.02
"GET","/measure.html",60,0,6800,8438,16,21038,46273,0.20
"POST","/measureResults.html",59,0,10000,11144,2706,23876,2305192,0.20
"GET","/movers.html",36,0,7500,9020,4,19930,3745,0.12
"POST","/moversResult.html",34,0,19000,21133,13193,33139,16046,0.11
"GET","/prediction.html",29,0,9900,10350,220,18530,40373,0.10
"POST","/predictionResult.html",28,0,16000,15239,6874,28456,331730,0.09
"None","Total",414,0,10000,10674,3,33139,1713787,1.40
