"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",433,62000,83000,97000,123000,153000,171000,211000,274000,274000
"POST /",381,20000,39000,79000,85000,118000,162000,182000,263000,264000
"GET /analysis.html",70,33000,58000,75000,85000,108000,127000,131000,218000,218000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",25,51000,74000,75000,81000,100000,109000,194000,194000,194000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",16,67000,71000,87000,87000,156000,160000,160000,160000,160000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,84000,84000,84000,84000,84000,84000,84000,84000,84000
"GET /compare.html",100,47000,70000,82000,96000,113000,130000,152000,166000,166000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",18,57000,62000,79000,99000,123000,130000,130000,130000,130000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",26,68000,82000,92000,93000,103000,128000,131000,131000,131000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",11,54000,81000,100000,100000,102000,162000,162000,162000,162000
"GET /measure.html",138,33000,69000,80000,93000,108000,118000,133000,158000,187000
"POST /measureResults.html",80,55000,78000,82000,85000,102000,121000,129000,133000,133000
"GET /movers.html",111,45000,67000,78000,82000,96000,101000,148000,151000,176000
"POST /moversResult.html",49,82000,97000,106000,108000,120000,126000,135000,135000,135000
"GET /prediction.html",80,33000,51000,69000,74000,95000,106000,129000,130000,130000
"POST /predictionResult.html",45,61000,80000,88000,96000,112000,138000,173000,173000,173000
"Total",1584,49000,70000,84000,93000,123000,153000,178000,210000,274000
