"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",64,43000,44000,45000,45000,46000,46000,47000,47000,47000
"POST /",64,3700,4200,4400,4600,4800,4900,5000,5000,5000
"GET /analysis.html",20,14000,24000,33000,38000,67000,85000,85000,85000,85000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,59000,59000,67000,67000,70000,70000,70000,70000,70000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",7,37000,57000,67000,67000,86000,86000,86000,86000,86000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,81000,81000,81000,81000,81000,81000,81000,81000,81000
"GET /compare.html",36,18000,48000,64000,67000,80000,94000,94000,94000,94000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",12,72000,83000,85000,85000,95000,97000,97000,97000,97000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",13,49000,63000,69000,72000,72000,83000,83000,83000,83000
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,66000,72000,75000,75000,91000,91000,91000,91000,91000
"GET /measure.html",75,24000,43000,54000,64000,78000,81000,84000,91000,91000
"POST /measureResults.html",66,45000,59000,64000,66000,78000,89000,99000,101000,101000
"GET /movers.html",32,30000,52000,57000,60000,73000,82000,88000,88000,88000
"POST /moversResult.html",28,51000,56000,62000,64000,81000,85000,98000,98000,98000
"GET /prediction.html",18,7900,45000,64000,67000,73000,76000,76000,76000,76000
"POST /predictionResult.html",17,43000,66000,78000,79000,93000,101000,101000,101000,101000
"Total",467,35000,45000,53000,60000,75000,83000,93000,98000,101000
