"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",32,0,6300,6296,5334,7254,3079,0.11
"POST","/",32,0,1500,1494,150,2409,2524,0.11
"GET","/analysis.html",29,0,13000,16656,112,49639,52059,0.10
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",10,0,23000,23875,3355,48334,6914762,0.03
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",13,0,20000,24413,3352,49287,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,33000,30772,24267,35374,658134,0.01
"GET","/compare.html",43,0,20000,20783,468,39884,108023,0.14
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",17,0,30000,30406,10212,51662,13911284,0.06
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",15,0,29000,30020,11185,52160,14042800,0.05
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,31000,33623,21643,43572,2422301,0.02
"GET","/measure.html",61,0,26000,23073,194,50069,46273,0.21
"POST","/measureResults.html",58,0,19000,22968,3344,51739,2399366,0.20
"GET","/movers.html",45,0,16000,18596,292,45407,3745,0.15
"POST","/moversResult.html",39,0,35000,35406,13219,54676,16033,0.13
"GET","/prediction.html",19,0,16000,17452,160,40578,40373,0.06
"POST","/predictionResult.html",15,0,25000,27246,11419,55665,331328,0.05
"None","Total",436,0,19000,20888,112,55665,1676317,1.47
