"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",262,250,67000,87259,51168,157423,3079,0.88
"POST","/",70,192,19000,18403,14245,21305,2524,0.23
"GET","/analysis.html",31,320,27000,26341,69,39163,52059,0.10
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",8,0,56000,65511,7327,179485,6914762,0.03
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",11,0,64000,67347,4050,155131,3512018,0.04
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,18000,46750,18305,75195,658134,0.01
"GET","/compare.html",59,506,27000,22073,81,39172,108023,0.20
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",15,0,51000,56086,16491,135025,13911284,0.05
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",13,0,53000,62230,19780,171546,14042800,0.04
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,0,113000,103551,23004,159611,2422301,0.02
"GET","/measure.html",98,843,27000,25271,86,71181,46273,0.33
"POST","/measureResults.html",53,0,61000,69488,3509,177343,1931323,0.18
"GET","/movers.html",69,622,27000,21935,72,58488,3745,0.23
"POST","/moversResult.html",41,0,82000,93094,35579,184727,16050,0.14
"GET","/prediction.html",42,330,24000,22602,74,39152,40373,0.14
"POST","/predictionResult.html",28,0,69000,78114,8160,184750,339699,0.09
"None","Total",809,3063,39000,55165,69,184750,780516,2.71
